eqs,tpb,gpuA,nX,time,Speed
EulerClassic,64,6.0,6293248,82361.03036186,76.41050594377091
EulerClassic,64,6.0,8389888,108997.43509291,76.97326081892123
EulerClassic,64,6.0,12583168,163771.63254129,76.83362377686221
EulerClassic,64,8.0,68096,489.61890828,139.07959608671345
EulerClassic,64,8.0,100352,688.16054951,145.82643551923306
EulerClassic,64,8.0,132608,858.1867218,154.5211509703412
EulerClassic,64,8.0,197120,1282.0612734,153.75240176878742
EulerClassic,64,8.0,261632,1662.00416738,157.41958121106236
EulerClassic,64,8.0,394240,2463.58455311,160.02698162006095
EulerClassic,64,8.0,526848,3285.44924476,160.35797869660468
EulerClassic,64,8.0,788480,4880.75655157,161.54872542175218
EulerClassic,64,8.0,1050112,6506.92181154,161.38383561604053
EulerClassic,64,8.0,1573376,13646.04200016,115.29907353220459
EulerClassic,64,8.0,2096640,23766.29673351,88.21904495721371
EulerClassic,64,8.0,3146752,37828.79525964,83.18403952338677
EulerClassic,64,8.0,4196864,50548.96744814,83.02571173794426
EulerClassic,64,8.0,6293504,75668.14288225,83.17243902488204
EulerClassic,64,8.0,8390144,101904.06201101,82.33375426284289
EulerClassic,64,8.0,12583424,152219.7612849,82.6661656396137
EulerClassic,64,10.0,65280,449.40983165,145.25716929762234
EulerClassic,64,10.0,99840,645.04909515,154.7789164432254
EulerClassic,64,10.0,130560,795.32779347,164.15872935908504
EulerClassic,64,10.0,195840,1174.98380488,166.67463771553938
EulerClassic,64,10.0,264960,1555.18345399,170.37218298601042
EulerClassic,64,10.0,395520,2317.89090417,170.63788433201927
EulerClassic,64,10.0,526080,3052.2292744,172.35926685206684
EulerClassic,64,10.0,787200,4579.72929694,171.88788877237286
EulerClassic,64,10.0,1048320,6025.61274442,173.97732719727026
EulerClassic,64,10.0,1574400,11665.98471728,134.95646001215417
EulerClassic,64,10.0,2096640,20906.24323758,100.28774544396319
EulerClassic,64,10.0,3144960,35363.69436437,88.93188498904806
EulerClassic,64,10.0,4197120,47769.51473409,87.86189316268663
EulerClassic,64,10.0,6293760,71287.99798271,88.28639010912428
EulerClassic,64,10.0,8390400,94513.22802629,88.7748749589434
EulerClassic,64,10.0,12583680,141873.0499961,88.69676094470316
EulerClassic,64,12.0,65536,429.28526618,152.6630545305523
EulerClassic,64,12.0,98304,640.28635892,153.5313045959839
EulerClassic,64,12.0,131072,745.67018856,175.7774442520218
EulerClassic,64,12.0,196608,1104.69909148,177.97425698666783
EulerClassic,64,12.0,262144,1442.77798046,181.69392903849337
EulerClassic,64,12.0,393216,2162.85311092,181.80430192632917
EulerClassic,64,12.0,524288,3635.40397991,144.21725973160747
EulerClassic,64,12.0,786432,5889.92855766,133.5214837159995
EulerClassic,64,12.0,1048576,5678.03525925,184.67232979784353
EulerClassic,64,12.0,1572864,10674.80525103,147.34357798688984
EulerClassic,64,12.0,2097152,19025.61040358,110.22784318159822
EulerClassic,64,12.0,3145728,33248.56402657,94.61244694616427
EulerClassic,64,12.0,4194304,44421.76927219,94.42001227595904
EulerClassic,64,12.0,6291456,66466.81451797,94.65559686629844
EulerClassic,64,12.0,8388608,88750.81331079,94.51866058539143
EulerClassic,64,12.0,12582912,133687.02272934,94.12216491255927
EulerClassic,64,14.0,65280,434.50108441,150.2412821101295
EulerClassic,64,14.0,100096,603.75963558,165.78783029084587
EulerClassic,64,14.0,130560,717.56965464,181.94749339769825
EulerClassic,64,14.0,195840,1044.82494701,187.438097224267
EulerClassic,64,14.0,261120,1371.32818049,190.41393862897002
EulerClassic,64,14.0,396032,2049.43258112,193.23982825703462
EulerClassic,64,14.0,526592,2691.28509001,195.66563273237
EulerClassic,64,14.0,787712,4027.64198997,195.57646929931508
EulerClassic,64,14.0,1048832,5348.31688621,196.10505927655274
EulerClassic,64,14.0,1575424,8596.42054818,183.26511495921898
EulerClassic,64,14.0,2097664,17232.44727741,121.72757393256767
EulerClassic,64,14.0,3146496,30968.36801008,101.6035458819088
EulerClassic,64,14.0,4195328,41768.02635192,100.44352981038445
EulerClassic,64,14.0,6292992,62256.50362534,101.0816803634085
EulerClassic,64,14.0,8390656,84278.15016832,99.55909073991555
EulerClassic,64,14.0,12585984,125222.44817559,100.50900763696636
EulerClassic,64,16.0,64512,426.32527785,151.32107653888204
EulerClassic,64,16.0,101376,619.39438907,163.66954849593114
EulerClassic,64,16.0,133632,750.88869442,177.96512451585087
EulerClassic,64,16.0,198144,1047.14129188,189.22374806198252
EulerClassic,64,16.0,262656,1330.61491359,197.39445072906474
EulerClassic,64,16.0,396288,2006.1378479,197.5377716017019
EulerClassic,64,16.0,525312,2580.40146394,203.57762438946384
EulerClassic,64,16.0,787968,3848.61001101,204.7409318548261
EulerClassic,64,16.0,1050624,5078.12218233,206.89222556632953
EulerClassic,64,16.0,1575936,7844.62178837,200.893815216993
EulerClassic,64,16.0,2096640,14525.96200596,144.33742833278436
EulerClassic,64,16.0,3147264,29166.22617028,107.90782398879635
EulerClassic,64,16.0,4193280,39600.25947744,105.8902152494451
EulerClassic,64,16.0,6294528,60178.8702011,104.59697862331991
EulerClassic,64,16.0,8391168,78945.01547379,106.29129590564074
EulerClassic,64,16.0,12584448,118253.14161993,106.4195659211058
EulerClassic,64,18.0,68096,368.44088814,184.82204932185732
EulerClassic,64,18.0,97280,527.35471725,184.4678672967725
EulerClassic,64,18.0,131328,629.83001362,208.5134038709611
EulerClassic,64,18.0,199424,945.25618987,210.9734928341771
EulerClassic,64,18.0,262656,1223.04383191,214.7559990469156
EulerClassic,64,18.0,393984,1826.03003762,215.7598680652091
EulerClassic,64,18.0,525312,2425.8667339,216.54610810193608
EulerClassic,64,18.0,787968,3611.5638126,218.17917137472207
EulerClassic,64,18.0,1050624,4788.25980967,219.41666529419325
EulerClassic,64,18.0,1575936,7339.45126967,214.72122943475281
EulerClassic,64,18.0,2096384,13376.72710419,156.71875367356103
EulerClassic,64,18.0,3147008,27456.17723465,114.61930672666408
EulerClassic,64,18.0,4197632,37923.74671589,110.68610998399052
EulerClassic,64,18.0,6294016,56337.92890201,111.71898084765138
EulerClassic,64,18.0,8390400,74741.54944853,112.25884480462855
EulerClassic,64,18.0,12583168,111633.60235907,112.71846230963847
EulerClassic,64,20.0,66560,335.76254411,198.23533377265008
EulerClassic,64,20.0,97280,470.35620429,206.8219768607998
EulerClassic,64,20.0,133120,609.53343998,218.39654934168652
EulerClassic,64,20.0,199680,895.51344785,222.97822604384464
EulerClassic,64,20.0,261120,1160.11216424,225.0816843827011
EulerClassic,64,20.0,394240,1729.59002581,227.93840974850087
EulerClassic,64,20.0,527360,2309.99218334,228.2951448075873
EulerClassic,64,20.0,788480,3436.18288907,229.46392129127955
EulerClassic,64,20.0,1049600,4659.08033198,225.28051143388305
EulerClassic,64,20.0,1571840,6873.57308648,228.67873524058928
EulerClassic,64,20.0,2099200,12066.4656379,173.96974913735687
EulerClassic,64,20.0,3148800,25458.94219658,123.68149374340426
EulerClassic,64,20.0,4193280,36110.91817509,116.12222042286935
EulerClassic,64,20.0,6292480,53109.32055386,118.48165132556305
EulerClassic,64,20.0,8391680,70758.79348407,118.59557783287002
EulerClassic,64,20.0,12584960,106118.37582154,118.59359797556847
EulerClassic,96,0.0,65280,625.417666,104.37824760773546
EulerClassic,96,0.0,99840,914.86783461,109.13051724302986
EulerClassic,96,0.0,130560,1165.06147385,112.06275628405974
EulerClassic,96,0.0,195840,1744.98653412,112.2300924223249
EulerClassic,96,0.0,264960,2335.37981727,113.45477855063916
EulerClassic,96,0.0,395520,3537.56328063,111.8057738120694
EulerClassic,96,0.0,526080,4575.35219192,114.98131246137707
EulerClassic,96,0.0,787200,6829.31111076,115.26784872338266
EulerClassic,96,0.0,1048320,11347.96164252,92.37958613395554
EulerClassic,96,0.0,1574400,25765.67238027,61.104557131821366
EulerClassic,96,0.0,2096640,35876.27874721,58.44084373335542
EulerClassic,96,0.0,3144960,53280.23581071,59.02676578184031
EulerClassic,96,0.0,4197120,71195.51489569,58.95202817409617
EulerClassic,96,0.0,6293760,106229.41580685,59.24686634296787
EulerClassic,96,0.0,8390400,142715.53962879,58.79107504217015
EulerClassic,96,0.0,12583680,212641.73564042,59.17784654127904
EulerClassic,96,2.0,67584,589.12017129,114.72022737230488
EulerClassic,96,2.0,101376,848.62089157,119.4597033929347
EulerClassic,96,2.0,130944,1066.86618111,122.73704267555081
EulerClassic,96,2.0,198528,1615.09782618,122.92010848008805
EulerClassic,96,2.0,261888,2098.64490682,124.78909564402171
EulerClassic,96,2.0,392832,3104.91527211,126.51939443521242
EulerClassic,96,2.0,523776,4124.07398224,127.00451113525124
EulerClassic,96,2.0,785664,6187.76854602,126.9704893059296
EulerClassic,96,2.0,1047552,9819.52017004,106.68056909706749
EulerClassic,96,2.0,1575552,22249.49216842,70.81294206958452
EulerClassic,96,2.0,2099328,32059.67200886,65.4818926226017
EulerClassic,96,2.0,3146880,48229.58330674,65.24792014033903
EulerClassic,96,2.0,4194432,64432.17108466,65.09841170009261
EulerClassic,96,2.0,6293760,96572.07289608,65.17163618070657
EulerClassic,96,2.0,8388864,129370.07236479,64.84393064530089
EulerClassic,96,2.0,12583296,192919.4048968,65.2256625336953
EulerClassic,96,4.0,64512,527.31145512,122.3413589323961
EulerClassic,96,4.0,101376,785.93743931,128.98736582520016
EulerClassic,96,4.0,133632,995.90960416,134.1808528021094
EulerClassic,96,4.0,198144,1499.30308082,132.1574020188306
EulerClassic,96,4.0,262656,1939.6816167,135.41191386185292
EulerClassic,96,4.0,396288,2984.22965136,132.79406959159462
EulerClassic,96,4.0,525312,3780.98288449,138.93530228737256
EulerClassic,96,4.0,787968,5690.08523768,138.4808780687573
EulerClassic,96,4.0,1050624,7798.55979573,134.72025957603807
EulerClassic,96,4.0,1575936,18741.61963029,84.0875031661079
EulerClassic,96,4.0,2096640,29829.84985004,70.28664276019441
EulerClassic,96,4.0,3147264,44360.03125797,70.94819166599535
EulerClassic,96,4.0,4193280,59222.50400889,70.80551675711887
EulerClassic,96,4.0,6294528,88625.20907141,71.02412582099713
EulerClassic,96,4.0,8391168,117875.62218578,71.18662743323593
EulerClassic,96,4.0,12584448,177332.87507835,70.96511571495067
EulerClassic,96,6.0,64896,499.04437499,130.04053998464647
EulerClassic,96,6.0,99840,724.98945756,137.71234734366777
EulerClassic,96,6.0,134784,931.45691265,144.70234550789772
EulerClassic,96,6.0,199680,1383.55255127,144.32411679390736
EulerClassic,96,6.0,264576,1805.76272444,146.51758861732503
EulerClassic,96,6.0,394368,2705.87851784,145.74490221933874
EulerClassic,96,6.0,524160,3523.07766134,148.77900812457145
EulerClassic,96,6.0,788736,5287.72614219,149.16354947106467
EulerClassic,96,6.0,1048320,7007.54815882,149.59868647931296
EulerClassic,96,6.0,1572480,16752.46672197,93.86557968432037
EulerClassic,96,6.0,2096640,26403.51273796,79.40761597928167
EulerClassic,96,6.0,3144960,41029.59034659,76.65102121258153
EulerClassic,96,6.0,4193280,55234.85400459,75.91728222277078
EulerClassic,96,6.0,6294912,82001.94220108,76.7654012945695
EulerClassic,96,6.0,8391552,108874.40603428,77.07552496183402
EulerClassic,96,6.0,12584832,164015.78747141,76.7293941273409
EulerClassic,96,8.0,64512,466.40617197,138.31720907018683
EulerClassic,96,8.0,102144,694.85308907,147.00085760100856
EulerClassic,96,8.0,134400,913.14324466,147.1839175134483
EulerClassic,96,8.0,198912,1268.27001572,156.83726456867876
EulerClassic,96,8.0,263424,1663.91728141,158.31556228370624
EulerClassic,96,8.0,392448,2462.55033666,159.36648853736085
EulerClassic,96,8.0,526848,3296.53839631,159.81855408986908
EulerClassic,96,8.0,790272,4899.05873212,161.3109871124204
EulerClassic,96,8.0,1048320,6484.73037373,161.659766803382
EulerClassic,96,8.0,1575168,13979.9990654,112.67296890587674
EulerClassic,96,8.0,2096640,23775.00963211,88.18671506102461
EulerClassic,96,8.0,3144960,37967.89438074,82.83208882911732
EulerClassic,96,8.0,4193280,50685.72746623,82.73098186849198
EulerClassic,96,8.0,6295296,75758.54162736,83.09684775830571
EulerClassic,96,8.0,8391936,101788.66512124,82.44470039964081
EulerClassic,96,8.0,12585216,152133.64328036,82.72473943720188
EulerClassic,96,10.0,69120,470.55162083,146.89142899578184
EulerClassic,96,10.0,97920,651.28491142,150.34894603423945
EulerClassic,96,10.0,132480,799.73745346,165.65436497545025
EulerClassic,96,10.0,195840,1171.66111686,167.14730665880808
EulerClassic,96,10.0,264960,1565.74470347,169.2229898097667
EulerClassic,96,10.0,397440,2320.45399059,171.27682841879863
EulerClassic,96,10.0,524160,3057.25162679,171.44810567992025
EulerClassic,96,10.0,789120,4608.47017982,171.23252819459967
EulerClassic,96,10.0,1048320,6020.15438947,174.13506899983201
EulerClassic,96,10.0,1572480,11653.11817689,134.94070652423997
EulerClassic,96,10.0,2096640,21386.13310727,98.03735857639772
EulerClassic,96,10.0,3144960,35506.12254576,88.5751463271384
EulerClassic,96,10.0,4193280,48203.59312404,86.99102552811017
EulerClassic,96,10.0,6295680,70854.76051677,88.85330998345454
EulerClassic,96,10.0,8392320,94439.24162604,88.86475426424815
EulerClassic,96,10.0,12585600,142137.08270678,88.54550663575468
EulerClassic,96,12.0,67584,440.44000452,153.4465518718136
EulerClassic,96,12.0,98304,632.75345889,155.35908752272738
EulerClassic,96,12.0,135168,772.43453806,174.98958596475993
EulerClassic,96,12.0,196608,1106.43109408,177.6956568302882
EulerClassic,96,12.0,264192,1454.27725532,181.66549675004512
EulerClassic,96,12.0,393216,2159.73507274,182.06677520920982
EulerClassic,96,12.0,528384,2912.17617555,181.4395723844586
EulerClassic,96,12.0,786432,4279.96583418,183.74726118594654
EulerClassic,96,12.0,1050624,5666.82980277,185.39889789639437
EulerClassic,96,12.0,1572864,9431.20691993,166.77229259769797
EulerClassic,96,12.0,2101248,19154.81038527,109.69818848302744
EulerClassic,96,12.0,3145728,33181.96071278,94.80235442471687
EulerClassic,96,12.0,4196352,44420.313445,94.46921182120442
EulerClassic,96,12.0,6291456,66628.79601391,94.42547931807955
EulerClassic,96,12.0,8392704,88529.45076335,94.80126587969826
EulerClassic,96,12.0,12582912,133231.5005389,94.44397120128606
EulerClassic,96,14.0,65280,424.53965274,153.76655532334763
EulerClassic,96,14.0,97920,584.87220244,167.42118977700136
EulerClassic,96,14.0,130560,722.62894024,180.6736386126998
EulerClassic,96,14.0,195840,1040.35763307,188.24295970424527
EulerClassic,96,14.0,261120,1358.39783062,192.22645539769422
EulerClassic,96,14.0,391680,2056.05723641,190.50053328471387
EulerClassic,96,14.0,528768,2698.79527525,195.92742170893942
EulerClassic,96,14.0,789888,4060.68416075,194.52091537552857
EulerClassic,96,14.0,1051008,5347.10017118,196.5566318852155
EulerClassic,96,14.0,1573248,8469.0041542,185.76540657614217
EulerClassic,96,14.0,2102016,17377.7363517,120.96028835161648
EulerClassic,96,14.0,3146496,30996.57526883,101.51108542510825
EulerClassic,96,14.0,4197504,41838.87165243,100.325458938523
EulerClassic,96,14.0,6292992,62429.02326583,100.80234594098505
EulerClassic,96,14.0,8388480,84099.69602931,99.74447466583577
EulerClassic,96,14.0,12585984,124967.26200796,100.71424945837666
EulerClassic,96,16.0,69120,448.54402542,154.09858583062964
EulerClassic,96,16.0,96768,594.95219317,162.64836252540678
EulerClassic,96,16.0,131328,738.74946074,177.77068814161933
EulerClassic,96,16.0,200448,1068.21944497,187.6468369339873
EulerClassic,96,16.0,262656,1330.26127382,197.44692653177276
EulerClassic,96,16.0,393984,1975.49399463,199.4356859959937
EulerClassic,96,16.0,525312,2608.18871585,201.40873887218035
EulerClassic,96,16.0,787968,3836.46072041,205.3893047328764
EulerClassic,96,16.0,1050624,5116.12289602,205.3555048134819
EulerClassic,96,16.0,1575936,8360.04838076,188.50799998082476
EulerClassic,96,16.0,2101248,15193.51872531,138.29897063276417
EulerClassic,96,16.0,3144960,29051.81928114,108.25346149807768
EulerClassic,96,16.0,4195584,39516.10218394,106.17403458646676
EulerClassic,96,16.0,6289920,59993.27963048,104.8437431449299
EulerClassic,96,16.0,8391168,78989.39561843,106.23157620466907
EulerClassic,96,16.0,12586752,117866.00637435,106.78865253161855
EulerClassic,96,18.0,65664,354.76966338,185.08910647657643
EulerClassic,96,18.0,102144,504.85381213,202.3239154499994
EulerClassic,96,18.0,131328,631.95545023,207.81211706015546
EulerClassic,96,18.0,196992,933.35728212,211.05744153252678
EulerClassic,96,18.0,262656,1239.97853019,211.82302241939112
EulerClassic,96,18.0,393984,1812.77054006,217.33804212581683
EulerClassic,96,18.0,525312,2403.43089537,218.56754900337168
EulerClassic,96,18.0,787968,3602.97385129,218.69933908009847
EulerClassic,96,18.0,1050624,4800.46237599,218.85891768568018
EulerClassic,96,18.0,1575936,7396.31093632,213.07054470374925
EulerClassic,96,18.0,2101248,13813.64926425,152.11389545252692
EulerClassic,96,18.0,3144576,27393.72327111,114.79184369641115
EulerClassic,96,18.0,4195200,38148.59472621,109.9699747817365
EulerClassic,96,18.0,6296448,56389.66035842,111.65961915675604
EulerClassic,96,18.0,8390400,74973.74400225,111.91117786178853
EulerClassic,96,18.0,12585600,111985.86108467,112.38561616706514
EulerClassic,96,20.0,69120,358.4208922,192.84590129704497
EulerClassic,96,20.0,99840,475.59491071,209.92655251704048
EulerClassic,96,20.0,130560,612.39199205,213.1967786890005
EulerClassic,96,20.0,199680,898.47438986,222.2433964212537
EulerClassic,96,20.0,261120,1159.50801156,225.1989614532198
EulerClassic,96,20.0,391680,1719.03926676,227.84819845228327
EulerClassic,96,20.0,529920,2311.73068827,229.23085404752288
EulerClassic,96,20.0,791040,3439.61711363,229.9790860050629
EulerClassic,96,20.0,1052160,4564.96182355,230.4860458135824
EulerClassic,96,20.0,1574400,6910.62688827,227.8230362389213
EulerClassic,96,20.0,2096640,11363.60363527,184.50485139172878
EulerClassic,96,20.0,3148800,26177.07980763,120.28843641612764
EulerClassic,96,20.0,4193280,35468.34291111,118.22599128775508
EulerClassic,96,20.0,6289920,53362.37799037,117.87180850776751
EulerClassic,96,20.0,8394240,70933.05232307,118.3403184423503
EulerClassic,96,20.0,12587520,106418.02982849,118.2837158354354
EulerClassic,128,0.0,66560,641.70564305,103.72356970969291
EulerClassic,128,0.0,97280,897.36583016,108.40617809422832
EulerClassic,128,0.0,133120,1182.93220347,112.53392173237594
EulerClassic,128,0.0,199680,1771.48688923,112.71886978897909
EulerClassic,128,0.0,261120,2306.30436811,113.22009514901366
EulerClassic,128,0.0,394240,3442.529635,114.52043752703962
EulerClassic,128,0.0,527360,4583.4905451,115.05641711506887
EulerClassic,128,0.0,788480,6867.18689312,114.81848568734182
EulerClassic,128,0.0,1049600,11043.72709448,95.04037821838452
EulerClassic,128,0.0,1571840,25598.16707264,61.40439647649711
EulerClassic,128,0.0,2099200,35720.16126459,58.76793176969703
EulerClassic,128,0.0,3148800,53157.18364715,59.235643876494606
EulerClassic,128,0.0,4193280,70842.38052367,59.19168679825677
EulerClassic,128,0.0,6292480,106261.07311248,59.21716970935587
EulerClassic,128,0.0,8391680,141919.98494754,59.12965677879645
EulerClassic,128,0.0,12584960,212356.85417866,59.26326253360311
EulerClassic,128,2.0,67584,585.94274521,115.34232747566166
EulerClassic,128,2.0,101376,860.48199914,117.81303978621193
EulerClassic,128,2.0,135168,1092.47584776,123.72630505026441
EulerClassic,128,2.0,197120,2381.74889304,82.76271296946058
EulerClassic,128,2.0,264704,3293.37765954,80.3746267098236
EulerClassic,128,2.0,394240,3511.64601066,112.26644109435853
EulerClassic,128,2.0,523776,4138.80257173,126.5525453128981
EulerClassic,128,2.0,788480,6208.31563256,127.00385203754051
EulerClassic,128,2.0,1047552,9928.20254239,105.51275475367413
EulerClassic,128,2.0,1576960,22397.79199253,70.40694013615001
EulerClassic,128,2.0,2100736,32334.87653732,64.96811569932515
EulerClassic,128,2.0,3148288,48192.65525991,65.32713300441374
EulerClassic,128,2.0,4195840,64568.77253272,64.98249595613379
EulerClassic,128,2.0,6290944,96672.17839847,65.07502059247653
EulerClassic,128,2.0,8391680,128945.98999889,65.07903037599105
EulerClassic,128,2.0,12581888,192994.58815833,65.19295758530804
EulerClassic,128,4.0,67584,545.34166509,123.92964691015555
EulerClassic,128,4.0,98304,765.64767144,128.39325928480096
EulerClassic,128,4.0,135168,1050.33852837,128.68993790960388
EulerClassic,128,4.0,196608,1457.21218803,134.9206392967339
EulerClassic,128,4.0,264192,1924.4780107,137.27982264858622
EulerClassic,128,4.0,393216,2881.37782704,136.46804536007187
EulerClassic,128,4.0,528384,3810.90380929,138.6505738381368
EulerClassic,128,4.0,786432,5696.89581611,138.04570513227287
EulerClassic,128,4.0,1050624,7747.95272133,135.60020792430078
EulerClassic,128,4.0,1572864,20074.71383701,78.35050665082198
EulerClassic,128,4.0,2101248,28980.26418686,72.50617131891886
EulerClassic,128,4.0,3145728,44373.53654341,70.89198303864238
EulerClassic,128,4.0,4196352,59164.24200751,70.9271657611592
EulerClassic,128,4.0,6291456,88551.58818851,71.04848290926924
EulerClassic,128,4.0,8392704,118443.46965442,70.85830923804592
EulerClassic,128,4.0,12582912,177116.44016611,71.04316227335543
EulerClassic,128,6.0,66560,507.94835524,131.03694364469618
EulerClassic,128,6.0,99840,724.75528717,137.7568425748943
EulerClassic,128,6.0,133120,923.81728779,144.09775803011442
EulerClassic,128,6.0,199680,1372.58507989,145.47732080549972
EulerClassic,128,6.0,266240,1821.46635922,146.16794795705752
EulerClassic,128,6.0,392704,2636.77874478,148.93323938439335
EulerClassic,128,6.0,525824,3537.74582256,148.63249831201858
EulerClassic,128,6.0,785408,5225.61979294,150.2994919494745
EulerClassic,128,6.0,1051648,7061.21384014,148.933033867609
EulerClassic,128,6.0,1577472,15509.03385336,101.71310572374848
EulerClassic,128,6.0,2096640,26401.35071494,79.41411871831062
EulerClassic,128,6.0,3148288,40974.20675104,76.83584990745649
EulerClassic,128,6.0,4193280,55199.12672042,75.96641920149736
EulerClassic,128,6.0,6289920,81575.839086,77.10518298645943
EulerClassic,128,6.0,8393216,108943.50433348,77.04191315810866
EulerClassic,128,6.0,12586496,163638.29617065,76.91656717614677
EulerClassic,128,8.0,64512,470.42798996,137.13469729019607
EulerClassic,128,8.0,100352,683.07456103,146.91221972705353
EulerClassic,128,8.0,136192,906.83182803,150.18440662351176
EulerClassic,128,8.0,200704,1323.05747812,151.697113178477
EulerClassic,128,8.0,265216,1671.40782963,158.67820845299676
EulerClassic,128,8.0,394240,2466.83927016,159.8158440109596
EulerClassic,128,8.0,523264,3257.50220906,160.63350580228632
EulerClassic,128,8.0,788480,4897.70525152,160.9896797597805
EulerClassic,128,8.0,1053696,6522.92598378,161.53732276284222
EulerClassic,128,8.0,1576960,13506.70602105,116.75385527324954
EulerClassic,128,8.0,2100224,23708.80326357,88.58414221299479
EulerClassic,128,8.0,3146752,38119.93217468,82.54873029627619
EulerClassic,128,8.0,4193280,50608.15217278,82.85779701428002
EulerClassic,128,8.0,6293504,76111.0121987,82.68848118285169
EulerClassic,128,8.0,8393728,101979.16546734,82.30826327646491
EulerClassic,128,8.0,12587008,151962.91802145,82.82947026736686
EulerClassic,128,10.0,69120,470.54182399,146.89448732503945
