64,0.0000,66560,15.04518993
64,0.0000,99840,17.34495163
64,0.0000,130560,24.61206761
64,0.0000,197120,29.75875785
64,0.0000,263680,36.43770506
64,0.0000,394240,53.85208472
64,0.0000,524800,68.12042112
64,0.0000,785920,96.52008866
64,0.0000,1049600,145.33738422
64,0.0000,1574400,193.87283902
64,0.0000,2096640,253.38494474
64,0.0000,3146240,385.38455583
64,0.0000,4195840,515.13769824
64,0.0000,6292480,775.66143813
64,0.0000,8389120,1035.94965426
64,0.0000,12582400,1552.97054607
64,2.0000,67584,9.58320252
64,2.0000,98560,12.84650936
64,2.0000,132352,17.01152628
64,2.0000,197120,23.82762113
64,2.0000,261888,30.97348722
64,2.0000,394240,47.17100198
64,2.0000,523776,68.47154752
64,2.0000,788480,89.20005932
64,2.0000,1050368,117.31370999
64,2.0000,1574144,230.20324624
64,2.0000,2097920,232.49123886
64,2.0000,3145472,351.62877505
64,2.0000,4195840,470.75079315
64,2.0000,6290944,710.30874161
64,2.0000,8388864,945.61762870
64,2.0000,12584704,1460.55392399
64,4.0000,67584,9.84890825
64,4.0000,98304,12.12740970
64,4.0000,132096,15.51191898
64,4.0000,196608,21.91101859
64,4.0000,264192,29.21557730
64,4.0000,393216,41.86224975
64,4.0000,525312,54.92098202
64,4.0000,786432,81.76333585
64,4.0000,1050624,107.82646336
64,4.0000,1572864,160.09736403
64,4.0000,2098176,213.15826352
64,4.0000,3145728,319.85389959
64,4.0000,4196352,431.00374899
64,4.0000,6291456,654.12837419
64,4.0000,8389632,886.49580053
64,4.0000,12582912,1300.39747733
64,6.0000,66560,9.32921839
64,6.0000,99840,12.37000440
64,6.0000,133120,14.64651269
64,6.0000,196352,20.26230476
64,6.0000,262912,26.43451759
64,6.0000,392704,38.81211493
64,6.0000,525824,51.37678354
64,6.0000,788736,75.46194799
64,6.0000,1048320,100.14372836
64,6.0000,1574144,148.44066968
64,6.0000,2096640,198.08222724
64,6.0000,3144960,295.32962544
64,6.0000,4196608,396.26173912
64,6.0000,6293248,601.79056066
64,6.0000,8389888,804.16958993
64,6.0000,12583168,1203.48924664
64,8.0000,68096,13.00335120
64,8.0000,100352,10.69784734
64,8.0000,132608,13.60072642
64,8.0000,197120,19.30374249
64,8.0000,261632,24.97629185
64,8.0000,394240,36.37183624
64,8.0000,526848,47.79761005
64,8.0000,788480,70.11765128
64,8.0000,1050112,93.27286937
64,8.0000,1573376,138.72136356
64,8.0000,2096640,183.81763985
64,8.0000,3146752,283.61940080
64,8.0000,4196864,368.32244153
64,8.0000,6293504,560.98605607
64,8.0000,8390144,754.14468339
64,8.0000,12583424,1120.26032938
64,10.0000,65280,7.33279499
64,10.0000,99840,11.12082202
64,10.0000,130560,12.84812286
64,10.0000,195840,17.98209491
64,10.0000,264960,23.66603370
64,10.0000,395520,36.04619366
64,10.0000,526080,44.76133236
64,10.0000,787200,70.87438350
64,10.0000,1048320,87.56093159
64,10.0000,1574400,129.23686937
64,10.0000,2096640,171.72254764
64,10.0000,3144960,256.05714055
64,10.0000,4197120,342.13972509
64,10.0000,6293760,520.62099337
64,10.0000,8390400,697.09416408
64,10.0000,12583680,1046.10750060
64,12.0000,65536,6.90744751
64,12.0000,98304,9.72889221
64,12.0000,131072,13.21937058
64,12.0000,196608,16.88833070
64,12.0000,262144,22.01713005
64,12.0000,393216,32.24620774
64,12.0000,524288,42.40210838
64,12.0000,786432,61.82263991
64,12.0000,1048576,81.77624387
64,12.0000,1572864,121.53325377
64,12.0000,2097152,160.85390642
64,12.0000,3145728,241.17339569
64,12.0000,4194304,320.39608356
64,12.0000,6291456,487.92851009
64,12.0000,8388608,655.06928286
64,12.0000,12582912,982.07844481
64,14.0000,65280,7.42552387
64,14.0000,100096,9.25376347
64,14.0000,130560,11.43194308
64,14.0000,195840,16.00655211
64,14.0000,261120,29.07605688
64,14.0000,396032,30.60907315
64,14.0000,526592,40.79396937
64,14.0000,787712,58.36865515
64,14.0000,1048832,78.60884545
64,14.0000,1575424,114.79716962
64,14.0000,2097664,151.97713284
64,14.0000,3146496,227.51415611
64,14.0000,4195328,302.22710720
64,14.0000,6292992,459.12802979
64,14.0000,8390656,616.97095253
64,14.0000,12585984,922.07702102
64,16.0000,64512,7.22170066
64,16.0000,101376,9.55496624
64,16.0000,133632,11.84352834
64,16.0000,198144,16.01813136
64,16.0000,262656,20.57285635
64,16.0000,396288,29.13295653
64,16.0000,525312,38.53364355
64,16.0000,787968,55.21079537
64,16.0000,1050624,73.02489630
64,16.0000,1575936,123.99839937
64,16.0000,2096640,143.36905472
64,16.0000,3147264,214.74424062
64,16.0000,4193280,284.06187987
64,16.0000,6294528,431.75416957
64,16.0000,8391168,582.02526182
64,16.0000,12584448,887.17873879
64,18.0000,68096,8.24247766
64,18.0000,97280,10.35569010
64,18.0000,131328,12.43193438
64,18.0000,199424,17.18056430
64,18.0000,262656,21.29992862
64,18.0000,393984,30.40444319
64,18.0000,525312,39.38637911
64,18.0000,787968,57.41203856
64,18.0000,1050624,76.86764002
64,18.0000,1575936,111.59873502
64,18.0000,2096384,147.27842656
64,18.0000,3147008,240.83199774
64,18.0000,4197632,310.47115091
64,18.0000,6294016,435.72732218
64,18.0000,8390400,580.28063956
64,18.0000,12583168,868.83640593
64,20.0000,66560,8.22392239
64,20.0000,97280,10.50536610
64,20.0000,133120,12.85229899
64,20.0000,199680,17.75914696
64,20.0000,261120,22.22512938
64,20.0000,394240,31.83576142
64,20.0000,527360,43.29323579
64,20.0000,788480,60.61445945
64,20.0000,1049600,79.60864693
64,20.0000,1571840,117.24285829
64,20.0000,2099200,155.42637201
64,20.0000,3148800,231.40544724
64,20.0000,4193280,328.90545335
64,20.0000,6292480,459.33322922
64,20.0000,8391680,611.56904432
64,20.0000,12584960,929.88494475
96,0.0000,65280,19.22817457
96,0.0000,99840,13.29325494
96,0.0000,130560,45.23391761
96,0.0000,195840,26.45793415
96,0.0000,264960,39.40571868
96,0.0000,395520,47.07754604
96,0.0000,526080,63.65000256
96,0.0000,787200,90.80417573
96,0.0000,1048320,120.81170839
96,0.0000,1574400,188.82443981
96,0.0000,2096640,237.51329808
96,0.0000,3144960,360.17582530
96,0.0000,4197120,484.22245752
96,0.0000,6293760,730.60118963
96,0.0000,8390400,990.82920286
96,0.0000,12583680,1475.16405772
96,2.0000,67584,8.40496449
96,2.0000,101376,16.04741528
96,2.0000,130944,15.84878044
96,2.0000,198528,21.91667519
96,2.0000,261888,28.43647722
96,2.0000,392832,41.79288471
96,2.0000,523776,55.64244967
96,2.0000,785664,82.26964209
96,2.0000,1047552,109.41487456
96,2.0000,1575552,163.59838228
96,2.0000,2099328,218.18554591
96,2.0000,3146880,336.82002908
96,2.0000,4194432,441.17598307
96,2.0000,6293760,665.90990339
96,2.0000,8388864,924.66232323
96,2.0000,12583296,1326.00797547
96,4.0000,64512,16.05257155
96,4.0000,101376,12.16209124
96,4.0000,133632,14.07142669
96,4.0000,198144,22.01350908
96,4.0000,262656,26.54104952
96,4.0000,396288,39.11824453
96,4.0000,525312,51.06982731
96,4.0000,787968,76.49324243
96,4.0000,1050624,100.72418622
96,4.0000,1575936,151.20813771
96,4.0000,2096640,199.54144955
96,4.0000,3147264,300.11823253
96,4.0000,4193280,417.87420946
96,4.0000,6294528,613.03949545
96,4.0000,8391168,813.06785818
96,4.0000,12584448,1664.06049615
96,6.0000,64896,8.66112255
96,6.0000,99840,10.30431853
96,6.0000,134784,13.21505933
96,6.0000,199680,19.08512343
96,6.0000,264576,24.53412328
96,6.0000,394368,198.54165259
96,6.0000,524160,59.56211733
96,6.0000,788736,512.52520274
96,6.0000,1048320,297.61507398
96,6.0000,1572480,151.11366908
96,6.0000,2096640,272.26308982
96,6.0000,3144960,299.57540452
96,6.0000,4193280,370.98730367
96,6.0000,6294912,563.22141299
96,6.0000,8391552,769.76252927
96,6.0000,12584832,1124.09071317
96,8.0000,64512,7.51089482
96,8.0000,102144,9.66683267
96,8.0000,134400,12.41309302
96,8.0000,198912,19.42997887
96,8.0000,263424,22.80062153
96,8.0000,392448,33.29586415
96,8.0000,526848,44.09859105
96,8.0000,790272,65.90873476
96,8.0000,1048320,86.61094166
96,8.0000,1575168,129.00058239
96,8.0000,2096640,171.83333162
96,8.0000,3144960,256.54283781
96,8.0000,4193280,343.60535561
96,8.0000,6295296,522.73117361
96,8.0000,8391936,699.99165005
96,8.0000,12585216,1045.83000380
96,10.0000,69120,8.72895831
96,10.0000,97920,9.05673655
96,10.0000,132480,11.43988163
96,10.0000,195840,16.47363579
96,10.0000,264960,21.51349234
96,10.0000,397440,31.77996666
96,10.0000,524160,41.16509642
96,10.0000,789120,61.22541806
96,10.0000,1048320,80.78212776
96,10.0000,1572480,121.47298881
96,10.0000,2096640,160.41644036
96,10.0000,3144960,240.61169889
96,10.0000,4193280,320.46687981
96,10.0000,6295680,488.25797581
96,10.0000,8392320,653.58711614
96,10.0000,12585600,977.24005343
96,12.0000,67584,6.42580645
96,12.0000,98304,8.45832484
96,12.0000,135168,11.07998311
96,12.0000,196608,15.42123537
96,12.0000,264192,20.24679903
96,12.0000,393216,29.39521320
96,12.0000,528384,39.50633700
96,12.0000,786432,57.45816798
96,12.0000,1050624,76.03253637
96,12.0000,1572864,113.46510478
96,12.0000,2101248,167.35257610
96,12.0000,3145728,225.72477659
96,12.0000,4196352,300.60240201
96,12.0000,6291456,458.38928412
96,12.0000,8392704,616.42499197
96,12.0000,12582912,916.73906833
96,14.0000,65280,6.13374369
96,14.0000,97920,8.05613540
96,14.0000,130560,10.34344000
96,14.0000,195840,16.24798964
96,14.0000,261120,20.95055959
96,14.0000,391680,27.80849971
96,14.0000,528768,36.83235910
96,14.0000,789888,54.43294843
96,14.0000,1051008,85.92600860
96,14.0000,1573248,106.97780147
96,14.0000,2102016,141.85437134
96,14.0000,3146496,214.36488818
96,14.0000,4197504,300.09741821
96,14.0000,6292992,428.53970376
96,14.0000,8388480,577.49190028
96,14.0000,12585984,863.77972648
96,16.0000,69120,7.41628427
96,16.0000,96768,9.42538655
96,16.0000,131328,9.84105799
96,16.0000,200448,14.03608965
96,16.0000,262656,18.99486496
96,16.0000,393984,26.33096680
96,16.0000,525312,34.61667470
96,16.0000,787968,52.72858673
96,16.0000,1050624,68.03610022
96,16.0000,1575936,106.56686056
96,16.0000,2101248,134.35814116
96,16.0000,3144960,205.67476749
96,16.0000,4195584,268.19762729
96,16.0000,6289920,404.20241772
96,16.0000,8391168,545.76567241
96,16.0000,12586752,833.64404383
96,18.0000,65664,6.57164861
96,18.0000,102144,8.40397108
96,18.0000,131328,11.14029733
96,18.0000,196992,13.53749207
96,18.0000,262656,17.40214371
96,18.0000,393984,25.15694452
96,18.0000,525312,34.34542626
96,18.0000,787968,48.94880075
96,18.0000,1050624,64.22263289
96,18.0000,1575936,96.60280886
96,18.0000,2101248,127.33335533
96,18.0000,3144576,226.03509918
96,18.0000,4195200,253.18965079
96,18.0000,6296448,392.89144296
96,18.0000,8390400,516.28985102
96,18.0000,12585600,782.27160469
96,20.0000,69120,6.68608007
96,20.0000,99840,8.47242181
96,20.0000,130560,11.46864323
96,20.0000,199680,13.92340849
96,20.0000,261120,17.52598891
96,20.0000,391680,25.00911554
96,20.0000,529920,32.80772103
96,20.0000,791040,47.75992462
96,20.0000,1052160,62.76350173
96,20.0000,1574400,92.09385940
96,20.0000,2096640,121.71150200
96,20.0000,3148800,181.15772141
96,20.0000,4193280,241.25855120
96,20.0000,6289920,398.27241784
96,20.0000,8394240,489.90812567
96,20.0000,12587520,736.15057128
128,0.0000,66560,9.34298091
128,0.0000,97280,15.36276710
128,0.0000,133120,23.31885545
128,0.0000,199680,43.86034193
128,0.0000,261120,36.86452968
128,0.0000,394240,48.11174696
128,0.0000,527360,59.85089118
128,0.0000,788480,86.59970157
128,0.0000,1049600,132.49683418
128,0.0000,1571840,172.06583031
128,0.0000,2099200,236.99980936
128,0.0000,3148800,345.92880667
128,0.0000,4193280,466.36234922
128,0.0000,6292480,706.08624175
128,0.0000,8391680,934.81784003
128,0.0000,12584960,1399.81149873
